index,profile1,KBH,Kalundborg,Vordingborg,Ronne,Helsingor,Hillerod,Naestved,Slagelse,Nykobing_F,DTU,Odense,Arhus,Alborg,TVIS,Esbjerg,Herning,Randers,Thisted,Svendborg,Frederikshavn,Hjorring,Holstebro_Struer,Horsens,Silkeborg,Sonderborg,Viborg,Bronderslev,Grena,NG_DK_West,BIO_DK_West,OVR_DK_West,NG_DK_East,BIO_DK_East,OVR_DK_East
t0225,173.2004123057474,1671.017205723631,114.0070498717043,18.459357528037884,27.28023436574718,98.72055305187261,57.66749838556362,38.63268812883496,32.04219973863674,40.755539973113805,18.984976818953964,452.8603033682664,539.06761393294,323.75986975944386,301.0399054357303,201.1056802453144,136.87289638140174,96.48231977841766,35.531260198757046,30.941860180335283,38.23677382514833,58.53360460019366,91.9077757872639,52.53936189069696,68.1536620891519,56.91422340913444,54.72501475330092,21.752349866666894,41.66430646561898,392.0025960889775,555.3695695514514,232.74713552109043,84.55893262152962,217.75272388155085,29.696747359121034
t0226,177.4968591497354,1712.468819517178,116.83513337966379,18.917264338637047,27.956953752748767,101.16943641739098,59.0980108083745,39.59101893634423,32.83704546740138,41.76653070207006,19.45592225523266,464.0940538846298,552.4398416184596,331.7911270302545,308.5075663633531,206.09435119416162,140.26819501756935,98.87568104583117,36.41265631503408,31.709410648311323,39.18528349691134,59.98560184086881,94.18765992819816,53.8426646517894,69.84429655411064,58.326049930150695,56.08253529146776,22.291943356600306,42.697840252508335,401.7266971715342,569.1461870697408,238.52071124498408,86.6565197713306,223.15434499108463,30.433411289473412
t0227,180.1229921693029,1737.8054419985936,118.56375327234072,19.19715240402345,28.370587434653412,102.66627641117711,59.972388182250754,40.1767830034106,33.32288194800206,42.38448228676236,19.743779967788026,470.96050056391,560.6133975695258,336.70010197475546,313.0720522404229,209.14359490140237,142.34351590096608,100.33858406321714,36.95139530758383,32.17856334618699,39.76504455502416,60.87311145905334,95.58120190385966,54.639287195877806,70.87766928131188,59.18900585149067,56.91229756701168,22.621761071682865,43.32957091348155,407.67039527040583,577.5669197068402,242.04971518709195,87.9386356860709,226.45599774510137,30.883685095264774
t0228,180.647841830552,1742.8691297963874,118.90922913298444,19.253089843296767,28.45325480001963,102.96542956062882,60.14713815304942,40.29385173903098,33.419979509460596,42.50798390586448,19.801310192569826,472.3328043226125,562.246935566327,337.6811923527006,313.98429425120685,209.753005968887,142.75828219593973,100.6309546885413,37.0590657780568,32.272326545811474,39.880913550497226,61.05048599377367,95.85971027659352,54.79849736127798,71.08419550133745,59.36147317116315,57.07813092198325,22.687677274230573,43.45582637005665,408.85828175997653,579.24985756228,242.75500943904385,88.19487484018822,227.1158543923451,30.973675226258923
t0229,179.4703570008159,1731.5088946573726,118.13416416679992,19.127595838019403,28.267792989105413,102.29428823911431,59.75509171612775,40.0312114623824,33.20214397661546,42.230911643696125,19.672242819694592,469.25408106723995,558.5821409555175,335.4801448491524,311.9377060411856,208.3858101030677,141.82776617149378,99.97502976108623,36.81751023376867,32.0619715559986,39.620964855700336,60.65255142462939,95.23488490647112,54.441314022238906,70.62085998075409,58.97454779513018,56.70608865129082,22.539796206061414,43.17257595424275,406.19329324195195,575.4742358167064,241.17270245956144,87.62000980923919,225.63548534708198,30.771785005315667
t0230,176.1915888130356,1699.8757248373815,115.97595516876265,18.77815120665818,27.751364861695954,100.42546007342166,58.66341787621978,39.29987585434898,32.5955695246789,41.4593894160021,19.31284795907585,460.68121489200655,548.3773283912965,329.3512127795609,306.2388739653551,204.57878159781063,139.23669555884143,98.14857244172207,36.14488616746,31.476227067983526,38.89712409832422,59.54448177211356,93.49502593356654,53.446718304594775,69.33067795310296,57.89713381751981,55.67011746011267,22.12801362539184,42.38385033409671,398.772493115247,564.9608192903526,236.76668579029152,86.01926801780102,221.51332019539055,30.20961110962221
t0231,172.2206597272675,1661.5646680870466,113.3621397378906,18.354937435184695,27.125916719469327,98.16211491010426,57.341287382451206,38.41415241460687,31.860944813223057,40.524995802667426,18.87758342569855,450.2985828503441,536.0182396404963,321.928438973672,299.336995958498,199.96807435775173,136.09863971902752,95.93654277753065,35.330268507496406,30.766829607999618,38.02047770177763,58.202494245020105,91.3878758683713,52.242159507637794,67.76813341011608,56.59227349922981,54.41544866394746,21.62930211761049,41.42862162430228,389.7851328094386,552.227979063683,231.43054162200633,84.08060331984642,216.5209497197356,29.52876008697642
t0232,167.6157874097757,1617.1374016027974,110.331038939895,17.864159247373617,26.40061823794054,95.53743558131859,55.80808394835133,37.38702670661072,31.009040152005944,39.44142991902897,18.3728306191781,438.2584043836195,521.6860709140493,313.32064848447726,291.33326023670173,194.62128581652564,132.45960558988804,93.37137126575195,34.38560033773463,29.944179629865587,37.00387815127079,56.6462636802185,88.9443275716276,50.84529762995319,65.95613476812663,55.079097356290745,52.960476922500604,21.050973276426276,40.32089440288932,379.36297573091787,537.4623909062467,225.24250299629793,81.83243841745481,210.73156690642853,28.73921387277825
t0233,163.8986858028018,1581.2752425121391,107.88430233781126,17.467997906775594,25.815149637435493,93.41876668494963,54.57046593078712,36.55791997866646,30.321373705062314,38.56676408474837,17.96538881864981,428.53944506374603,510.11699283079105,306.37234901950796,284.8725601646772,190.3053015918932,129.52213877720888,91.30073770825305,33.623054206207755,29.28012787232096,36.18326824891065,55.39005791936112,86.97186955883048,49.71773595782192,64.49347031196162,53.85764557983475,51.78600835413442,20.584140123037972,39.42672528137814,370.9501003776649,525.543452077164,220.24745281167833,80.01769594573001,206.0583159072668,28.101883823380767
t0234,161.2139670555081,1555.3733918205996,106.11711910747402,17.181865890351546,25.392288307850446,91.888534071798,53.67658229642286,35.959088251321944,29.824698823070754,37.935026776705804,17.671109362242937,421.51981658727533,501.7610951171652,301.35386101250396,280.2062463433215,187.18803308915577,127.40052009270566,89.8051991628006,33.072296623701654,28.800508967282536,35.59057345010619,54.48274907681975,85.54723941278583,48.90334176579308,63.43704433772972,52.97543819626091,50.937735124883936,20.24696458917353,38.78090150317732,364.87380584292634,516.9348634762365,216.63972122608993,78.7069776360102,202.6830074290914,27.641564974786256
t0235,158.9639817838793,1533.6657985679954,104.63609386245113,16.94206690830006,25.037900435948846,90.60609029804034,52.927444229764276,35.457224669497066,29.408449943967312,37.40558597771445,17.424482245966473,415.6368686247424,494.7582584863834,297.1480111025321,276.29554345072535,184.57554035562757,125.62245272644738,88.55183148552968,32.610722594717885,28.398554210040643,35.093853050911555,53.722359730786934,84.35329801786314,48.22082150581722,62.55168422878574,52.23608565828491,50.22682182193385,19.96438750883194,38.23965524023664,359.78143882197793,509.7202539082422,213.6161855429773,77.60850246236431,199.85425884201723,27.25578503763834
t0236,158.0726518219426,1525.066351935363,104.04938683289005,16.8470707231074,24.89750994879503,90.09805116797891,52.630673751814996,35.25841179150807,29.243553265644223,37.195848406023124,17.326781100570035,413.3063432432478,491.9840900568074,295.481866844862,274.7463214605387,183.54060333710663,124.91807268544356,88.05531082907852,32.427870392584474,28.239320137271214,34.89707764082773,53.42113206703168,83.8803190381738,47.95044162155029,62.2009494919161,51.9431917101148,49.94519405518848,19.852444812388104,38.025240942939455,357.7641014819589,506.8621917899186,212.4184141711709,77.17334235395819,198.73365223083704,27.102958607603505
t0237,157.0543344423891,1515.2417456340947,103.37909189114914,16.738540469998014,24.737118085963353,89.5176319094243,52.29162250442114,35.03127412355023,29.05516382454186,36.95622960768882,17.215160512675393,410.6437888573165,488.8146869779434,293.57834769159336,272.9763824427078,182.35821926195084,124.11333990611875,87.4880510763906,32.2189673114881,28.05740005083557,34.67226771799989,53.07698862038058,83.33995493537326,47.64154082500078,61.8002457195539,51.608569280123106,49.62344289491275,19.724553685453298,37.78027912780193,355.4593549105545,503.5969427225489,211.04999679856078,76.67618516167049,197.45339325095503,26.92835905816006
t0238,155.8004887109899,1503.1447894975668,102.55376329678813,16.604908070786145,24.53962891745791,88.80296649727185,51.87415151963175,34.75160139957711,28.82320147045688,36.6611889715502,17.077723009910464,407.3654077568369,484.9122272916916,291.2345603686184,270.79707123099377,180.90235957097855,123.12247911896824,86.78958885451028,31.961746682862803,27.8334033594179,34.395461127271304,52.65324765294106,82.6746091038066,47.26119383990933,61.30686249285086,51.196551461415666,49.22727336369907,19.567082403109723,37.47865967945209,352.621539600185,499.57646866673747,209.36507585360744,76.06403964014588,195.8770210027328,26.713376083137206
t0239,153.608546684993,1481.997190651649,101.11094430723183,16.371295223103186,24.194383248644098,87.55360613961828,51.14433909272894,34.26268447634636,28.417690633170185,36.145406245227555,16.83745817452092,401.6342231849069,478.09004400642544,287.1372094708374,266.9872533937136,178.3572617485886,121.39028085336193,85.56855451242883,31.51207995615316,27.44181789614504,33.91155470712995,51.912474197796165,81.5114680143479,46.59628066901004,60.44434216642641,50.47627212427856,48.53469960989467,19.291795010879,36.95137603670424,347.6605412213214,492.5479755860704,206.41953882521696,74.99390201391796,193.1212461151494,26.33754817542437
t0240,151.7789471660284,1464.3454296940793,99.90663283460306,16.17630012347216,23.906208971179307,86.51077330815374,50.53516948451884,33.85458875257837,28.079213417972284,35.71488581321888,16.636910704725086,396.8504413095028,472.395612717197,283.7171777625626,263.807223630262,176.23288542095978,119.94442641199582,84.54936521890932,31.136746111952515,27.114964098580877,33.50764121716808,51.29415549177178,80.54060183608127,46.041282040760606,59.72440215176946,49.875059723076085,47.95661287594844,19.06201444440928,36.51125586578383,343.5196286698478,486.6813388744602,203.96091853949812,74.10066521159784,190.82101903391342,26.02384710531867
t0241,150.2387922623383,1449.486196339585,98.89284473457717,16.012153458707942,23.66362417491421,85.63291775426836,50.02237116470146,33.511054212029364,27.794283662924347,35.35247417743523,16.468090060738753,392.8234588812625,467.60204659361466,280.8381987555852,261.13027800183727,174.44458771735512,118.72730770114687,83.69141276979039,30.820790486322704,26.839818923972913,33.16762727653073,50.77365547127239,79.72332773331456,45.57408479350544,59.118357423159075,49.368959771543906,47.4699800861949,18.868585411141222,36.140763180127905,340.03381294580726,481.7428104118664,201.8912546321176,73.34873943385807,188.88469035539956,25.759773882513308
t0242,150.0391327918529,1447.5599052527148,98.7614213337552,15.990874147068412,23.632176460236906,85.51911610053114,49.95589405856412,33.46651977961926,27.757346518561718,35.30549259452759,16.446204833282373,392.3014171195215,466.9806280131341,280.4649795276397,260.78324956631496,174.2127600150139,118.56952533994166,83.58019127428864,30.77983127322083,26.80415021315868,33.123549240495095,50.70617994771852,79.61737961458385,45.51351922651233,59.03979222863551,49.30335101485748,47.40689497385313,18.843510051340548,36.09273400250457,339.58192585314913,481.10259949836916,201.6229517498294,73.25126280844322,188.6336725144593,25.725540494879137
t0243,152.4879377555877,1471.1856875091607,100.37331720576825,16.25186293883998,24.01787977605097,86.91488287220209,50.77122962510683,34.01273047965679,28.210377182428974,35.88171736938364,16.714625126581534,398.7042111083084,474.6022695047107,285.0424788855829,265.03952127432876,177.05610537120538,120.5047114263804,84.94431264352049,31.282192238672074,27.241623656715138,33.66416228115539,51.533761011655095,80.91682350480032,46.25635031147695,60.00338708270551,50.10803635559079,48.18062804979856,19.151057023182382,36.681807429786424,345.1242793055477,488.9547272186201,204.91366181900048,74.44680461561966,191.71238314804955,26.14540983220739
t0244,157.8530404628572,1522.9475673740637,103.90483034578743,16.823664978625573,24.86291967695056,89.97287736188477,52.55755361585855,35.2094270516212,29.202925007668338,37.144171972898036,17.30270889135349,412.73213406340494,491.30057337368453,295.0713519732827,274.3646146164755,183.28560918801358,124.74452319790993,87.93297501536898,32.38281814219784,28.20008706688545,34.84859490481692,53.34691374221774,83.7637835676027,47.88382376240843,62.11453330988285,51.87102669741203,49.875804873569635,19.82486368221685,37.97241222939047,357.2670574983676,506.1580048636856,212.12329989243125,77.06612492953865,198.4575502805036,27.06530429165165
t0245,165.4821962391581,1596.552764946227,108.9266286861536,17.63676531849792,26.06456322282667,94.32133397078582,55.097699580617586,36.91112505492527,30.614324264558533,38.939377648582365,18.13896178263171,432.67978749739586,515.04549837648,309.3323716072857,287.62486211171694,192.14394007571408,130.77351951579314,92.18284161469924,33.94790401801017,29.5630184143443,36.53285361997681,55.925210073608525,87.81215001892843,50.19808485980117,65.11657526741381,54.37799230156417,52.286339911305475,20.783014205210108,39.80764737754145,374.53404220391116,530.6210006679087,222.37537798935674,80.7907885181482,208.04915245448447,28.37339073692086
